"video_id","title","description","published_at","thumbnails","tags","language","category_id","view_count","like_count","comment_count","duration","definition"
"i4TerIxhgVo","Muttai Podimas Kari Idli Recipe in Tamil | Muttai Kothu Kari Dosa Recipe in Tamil","In this video, we will see how to make Kari Idli recipe in Tamil. We can also use a similar process to make Kothu Kari Dosa Recipe. This flavorful and protein-packed dish combines soft, fluffy idlis with a rich, flavorful kothu chicken/muttai podimas, creating a perfect fusion of taste and texture. The juicy, tender meat infused with spices elevates the humble idli into a delicious and hearty meal that’s perfect for breakfast, lunch, or dinner. Whether you’re looking for a unique twist on traditional idlis or a satisfying dish for your family, this homemade Kari Idli recipe is sure to impress. It’s an excellent choice for festive occasions or when you’re in the mood for something indulgent yet comforting. Serve it hot, and enjoy the delightful combination of spongy idlis soaking up the flavorful kothu chicken or muttai podimas for a truly unforgettable dining experience. #kothukaridosa #podimasidli #stuffedidlirecipe  Friends, please do try this Kari Idli recipe at home and share it with your friends and family. Don’t forget to leave your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 2 tbsp Oil 1/2 tsp Mustard seeds 2 Onion 2 green chillies 1 tsp ginger garlic paste Curry leaves 1/4 tsp Turmeric powder 1/2 tsp garam masala 1/2 tsp coriander powder 1/2 tsp Chilli powder 2 medium Tomatoes salt as required 100-150g cooked chicken 2-3 Eggs Salt and pepper Coriander leaves Idli Batter","2025-01-08T05:30:14Z","https://i.ytimg.com/vi/i4TerIxhgVo/sddefault.jpg","kothu idly, egg kothu idli, idli podimas recipe in tamil, chicken kothu kari dosai, kothu kari dosa, idli podimas, stuffed idli recipe in tamil, stuffed idli, breakfast recipes in tamil, madras samayal","en","26","91658","1838","173","317","hd"
"v1WJKvcaVqI","Eggless Kinnathappam Recipe in Tamil | Fluffy Steamed Rice Cake Recipe in Tamil","In this video, we will see how to make Kinnathappam recipe in Tamil. This traditional South Indian dessert is a silky, steamed delicacy made with simple ingredients yet packed with rich, authentic flavors. Known for its smooth texture and mild sweetness, Kinnathappam is a timeless treat that holds a special place in many households. Whether you’re preparing for a festival, a family gathering, or simply craving a nostalgic dessert, this homemade Kinnathappam recipe is the perfect choice. Its soft, melt-in-your-mouth consistency and delightful flavor make it an all-time favorite for both kids and adults. This easy-to-make dessert is a great way to bring the essence of tradition to your kitchen. #kinnathappam #egglesskinnathappam #steamedricecake  Friends, please do try this Kinnathappam recipe at home and share it with your friends and family. Don’t forget to leave your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 1/2 cup Raw Rice (100g) 2 tbsp Rava 1 cup grated Coconut + 1.5 cup Water 3 cardamom 3/4-1 cup Jaggery (120-150g) chopped nuts","2025-01-03T05:30:28Z","https://i.ytimg.com/vi/v1WJKvcaVqI/sddefault.jpg","kinnathappam, kinnathappam recipe in tamil, steamed rice cake, eggless kinnathappam, how to make kinnathappam in tamil, madras samayal","en","26","126652","2230","160","269","hd"
"mKLRlA0XvNo","Healthy Nut Bar Recipe in Tamil | Dry Fruit Energy Bar in Tamil | Protein Bar Recipe in Tamil","In this video we will see how to make healthy nut bar recipe in tamil. This is a protein rich energy bar which can be used as an excellent hunger deterrent. This is a great snack which uses honey for sweetening without any added sugar. The added dry fruits supplement all the minerals and nutrients and are high in proteins. This a good recipe for kids and keeps them full in the evenings. #EnergyBar #NutBarIntamil #NutBar Friends, please do try this energy bar recipe at home. This will be a great healthy snack alternative. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!","2021-01-22T05:30:05Z","https://i.ytimg.com/vi/mKLRlA0XvNo/sddefault.jpg","energy bar recipe, energy bar, granola bars, healthy energy bar recipe, healthy energy bar recipe in tamil, nut bar recipe in tamil, Dry Fruit Energy Bar in Tamil, protein bar recipe in tamil, granola bar recipe in tamil, madras samayal, protein bar recipe","en","26","323903","8342","1731","335","hd"
"EwVXZFCIB8o","Paruppu Podi Recipe in Tamil | Paruppu Podi for Rice","In this video we will see how to make paruppu podi recipe in tamil. This paruppu podi can be used to make a quick and easy meal by mixing with rice and ghee. This paruppu podi is very simple to make but is absolutely delicious and is the easiest variety rice to make. #ParuppuPodi #ParuppuPodiForRice Friends, please do try this paruppu podi recipe at home and use it for a quick meal. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 1/3 cup Moong dal 1/3 cup thoor dal 1/3 cup Urad dal 2 kashmiri chilies 3 regular chilies 4 pepper  1/8 tsp Cumin seeds Curry leaves pinch of Asafoetida 1/8 tsp Oil 3/4 tsp Salt","2021-01-20T05:31:54Z","https://i.ytimg.com/vi/EwVXZFCIB8o/sddefault.jpg","paruppu podi, paruppu podi for rice, andhra paruppu podi recipe in tamil, paruppu podi recipe in tamil, paruppu podi recipe, paruppu podi andhra style, variety rice in tamil, madras samayal","en","26","1724724","31276","3172","293","hd"
"1oxruIH0DNg","Sweet Paniyaram Recipe in Tamil | Banana Paniyaram Recipe | Unniyappam Recipe in Tamil","In this video we will see how to make banana paniyaram recipe in tamil. This sweet paniyaram is made with jaggary and banana which adds natural sweetness. The added coconut bit adds crunch to the paniyaram and creates a wonderful texture. This paniyaram is crispy on the outside but is soft and fluffy on the inside. #Paniyaram #SweetPaniyaram #BananaPaniyaram Friends, please do try this paniyaram recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 1 cup Raw Rice 5 Cardamom 1/8 tsp Salt 3/4 cup Jaggery 1/4 cup Water 2 tsp Ghee 1/4 cup coconut chips Oil or Ghee for frying","2021-01-15T05:30:02Z","https://i.ytimg.com/vi/1oxruIH0DNg/sddefault.jpg","sweet paniyaram, paniyaram recipe, paniyaram, paniyaram recipe in tamil, sweet paniyaram recipe in tamil, banana paniyaram recipe, banana paniyaram recipe in tamil, unniyappam recipe in tamil, madras samayal, sweet recipes in tamil","en","26","2611576","29759","1767","281","hd"
"FRArRolIbkQ","Paal Pongal Recipe in Tamil | Milk Pongal Recipe  | Sweet Pongal In Tamil","In this video we will see how to make Paal pongal recipe in tamil. Paal Pongal / Milk pongal is a sweet recipe which tastes very creamy compared to the regular vellai pongal or sarkarai pongal. It is not as sweet as sarkarai pongal but is very tasty. This recipe is very simple to make and only requires a handful of ingredients. The consistency of the pongal can be adjusted by adding extra milk/water. Wish you all a very happy Pongal ! #MilkPongal #SweetPongal #PaalPongal Friends, please do try this milk pongal recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!  Ingredients:  1 cup Raw rice 2 tsp Ghee 4 cup Milk 20 Cashews 20 raisins 1 tsp Cardamom powder 3-4 tbsp Ghee","2021-01-13T05:39:16Z","https://i.ytimg.com/vi/FRArRolIbkQ/sddefault.jpg","pongal, sweet pongal, paal pongal, milk pongal, pongal recipe in tamil, sweet pongal recipe in tamil, paal pongal recipe in tamil, milk pongal recipe in tamil, vellai pongal recipe in tamil, sweet recipes in tamil, madras samayal","en","26","611994","14275","2728","232","hd"
"gUB6v4MXa_o","Vegetable 65 in Tamil | Meatless 65 Recipe in Tamil | Vegetarian Popcorn Balls","In this video we will see how to make vegetable 65. This meatless 65 tastes just like the popular popcorn chicken but is made without meat. This vegan appetizer is packed with protein and the taste and crunch of this vegetarian popcorn balls is amazing. We can use roasted channa dal flour as binding agent to make vegetarian kola urundai but we can also use all purpose flour (maida) and coat in breadcrumbs to create the classic popcorn ball look. #Vegetable65 #Meatless65 Friends, please do try this appetizer at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 200g Mushroom 50 g Soya 3 Garlic 1/2 Onion 1 tsp Chili powder 1 tsp coriander  powder 1 tsp Cumin powder Curry leaves Corinader leaves 2-3 tbsp Maida 1/2 tsp pepper required Salt 3 tbsp Oil  Oil for frying","2021-01-08T05:30:01Z","https://i.ytimg.com/vi/gUB6v4MXa_o/sddefault.jpg","vegetable 65 in tamil, vegetable meatballs, vegetable kola urundai, vegan appetizers, vegetable popcorn, vegan popcorn chicken, meatless 65, starter recipes in tamil, veg starters recipes, madras samayal","en","26","639270","16357","2216","317","hd"
"0XXQCdATnEM","Verkadalai Kulambu Recipe in Tamil | Groundnut Kulambu | Kulambu Varieties in Tamil","In this video we will see how to make Verkadalai kulambu recipe in tamil. Peanut (Groundnut) / Verkadalai is a good source of protein and this verkadalai kulambu is a great combination for idli / dosa or chapathi. Roasting the kadalai releases wonderful smell and taste to the kulambu but it is optional and you can also soak the groundnut overnight and cook it and use it in the recipe as well. #VerkadalaiKulambu #KadalaiKulambu Friends, please do try this verkadalai kulambu at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 1 cup Peanut 3 tbsp Oil 1/4 tsp Mustard 1/2 tsp Fennel seeds 2 large Onion 1 tbsp ginger Garlic paste Curry leaves 1/8 tsp turmeric powder 1 tsp garam masala 2 tsp Coriander powder 1.5 tsp chili powder required Salt required Water coriander leaves for Coconut base: 1/4 cup Coconut 1 Cinnamon 2 Cloves 2 Cardamom 1/2 tsp Pepper 1/2 tsp Cumin seeds 1/2 tsp fennel seeds required Water","2021-01-06T05:30:03Z","https://i.ytimg.com/vi/0XXQCdATnEM/sddefault.jpg","verkadalai kulambu in tamil, verkadalai kuzhambu, groundnut recipes in tamil, kulambu varieties in tamil, verkadalai recipe in tamil, groundnut kulambu, groundnut kulambu recipe, gravy for chapathi in tamil, madras samayal","en","26","492641","10235","1750","282","hd"
"PmizwoxHKgA","Eggless Chocolate Cupcake Recipe in Tamil | Thank you 4M subscribers | Alandra's Cupcake Recipe","In this video we will see how to make eggless cupcake recipe in tamil. These eggless chocolate cupcakes can be made either in the oven or in a pressure cooker. This is a simple but foolproof recipe and I will be assisting Alandra with this recipe.  #EgglessCupcake #CupcakeInTamil #ChocolateCupcake Friends, please do try this cupcake recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!. Thank you for your love and support over the years and thank you for this 4 million dear friends. Your constant support has encouraged me to continue making these videos. Thank you and spread the joy of cooking! Ingredients: (12 cup cakes) 1/4 cup curd 1/2 cup Oil 3/4 cup Milk 1 cup Sugar 1.5 cup Maida 1 tsp baking power 1/4 tsp baking soda 1/8 tsp Salt 1 tsp Vanilla extract Oven : 350 F / 175 C for 15-17 min Cooker : Medium heat for 17-18 min","2021-01-01T05:30:01Z","https://i.ytimg.com/vi/PmizwoxHKgA/sddefault.jpg","chocolate cupcake recipe, eggless chocolate muffins, cupcake recipe in tamil, cupcake in tamil, chocolate cupcake in tamil, eggless chocolate cake, eggless cupcake recipe, eggless cupcake in tamil, cupcakes in pressure cooker, baking recipes in tamil, madras samayal","en","26","2725029","64113","6986","380","hd"
"RtPWlvkRcxU","Elaneer Payasam Recipe in Tamil | Tender Coconut Payasam in Tamil","In this video we will see how to make elaneer payasam recipe in tamil. This tender coconut payasam is a very refreshing dessert incorporating all the textures and flavors of the coconut. If tender coconuts are selected well, the coconut water will have a mild sweet taste and this flavor will be manifested in this dessert. #ElaneerPayasam #TenderCoconutPayasam Friends, please do try this elaneer payasam at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients:  2 cup whole Milk 1/4 cup condensed Milk 3 tbsp Sugar 2 tender coconut 2 cup grated coconut 1/4 cup tender coconut water 4-5 Cardamom 1 tsp Ghee 10 Cashews","2020-12-30T05:30:00Z","https://i.ytimg.com/vi/RtPWlvkRcxU/sddefault.jpg","elaneer payasam, tender coconut payasam, tender coconut kheer, elaneer payasam in tamil, elaneer payasam recipe in tamil, coconut payasam, sweet recipes in tamil, payasam recipe in tamil, madras samayal","en","26","1466369","27246","2247","261","hd"
"IdkI6Y0zxfE","Churros Recipe in Tamil | Homemade Eggless Churros | 15 minute Snack Recipe in Tamil","In this video we will see how to make churros recipe in tamil. I have changed the original Spanish recipe to Indian style and made the recipe with ingredients readily available at home. These Eggless churros are a great snack, they are crunchy, they are chewy and the best part is that they can be made in 15 minutes. #Churros #EgglessChurros #SnacksInTamil Friends, please do try this churros recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 1 cup Water (250 ml) 2 tbsp Ghee or Butter 2 tbsp Sugar 1/4 tsp Salt 1 cup Maida (125 g) For Sugar Coating: 1/4 cup Sugar 1/4 tsp Cardamom powder or Cinnamon powder","2020-12-25T05:30:00Z","https://i.ytimg.com/vi/IdkI6Y0zxfE/sddefault.jpg","churros recipe, homemade churros, churros recipe in tamil, churros recipe without egg, eggless churros recipe, eggless churros in tamil, snacks recipes in tamil, eggless snacks recipes in tamil, madras samayal","en","26","537368","10782","2147","224","hd"
"O9HwKJTSWZ4","Fruit Tart Recipe in Tamil | Homemade Fruit Tart in Tamil (Pressure cooker / Oven)","In this video we will see how to make fruit tart recipe in tamil. I absolutely love the custard filling and the crust of fruit tart. The added fresh fruits are a bonus. This dessert is very light and refreshing. When baked perfectly this fruit tart is an absolute delight #FruitTart #HomemadeFruitTart  We can also bake this fruit tart without oven in a pressure cooker as well. Friends, please do try this fruit tart at home and share it with your friends and family during this holiday season. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: For the Tart shell 1/4 tbsp unsalted butter (50 g) 2 tbsp Sugar pinch of Salt 1 cup Maida (125 g) 2 tbsp Water For Eggless Custard: 4 cup Milk 1/4 cup Corn starch  3/4 cup Sugar (150g) yellow food color (optional) 1 tsp Vanilla extract (optional) Fruits used: Strawberry Blueberry raspberry grapes  and a Mint leaf for garnishing","2020-12-23T05:33:23Z","https://i.ytimg.com/vi/O9HwKJTSWZ4/sddefault.jpg","fruit tart, fruit tart recipe in tamil, fresh fruit tart, custard recipe in tamil, custard for fruit tart, baking recipes in tamil, baking without oven in tamil, madras samayal","en","26","468963","11560","2276","413","hd"
"NDt4bZ5ySkQ","Meringue Cookies Recipe in Tamil | Meringue Kisses in Tamil","In this video we will see how to make meringue cookies recipe in tamil. These meringue cookies / meringue kisses can be made easily with a handful of ingredients. And these cookies can also be made without oven in a elevated rack in a heavy pan/pressure cooker. Stiffness of the whipped peaks is very critical in this recipe and it is better to use an electric mixer to incorporate sufficient air and get the mixture stiff, if not the cookies will collapse. #MeringueCookies #MeringueKisses Friends, please do try this simple and elegant meringue cookies at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!  Ingredients:  3 large egg white (1/2 cup / 100 g) 3/4 cup Sugar (150 g) 10 drops lemon juice pinch of Salt","2020-12-18T05:30:01Z","https://i.ytimg.com/vi/NDt4bZ5ySkQ/sddefault.jpg","meringue cookies, meringue kisses, meringue cookies in tamil, meringue cookies recipe in tamil, meringue in tamil, easy baking recipes in tamil, madras samayal, baking recipes without oven in tamil, how to make meringue cookies","en","26","1951638","27624","3023","403","hd"
"IOIG-REmgFM","Soya Biryani Recipe in Tamil | Meal Maker Biryani in Tamil | Soya Chunks Biryani in Tamil","In this video we will see how to make soya biryani recipe in tamil. This meal maker biryani can be made in a pressure cooker in no time and it cooks perfectly. Soya chunks are soaked in warm water and then the excess moisture is removed from them. This meal maker is a great meat alternative for biryani and really absorbs the flavor of the masala added in the biryani. Cokking in the pressure cooker also makes the meal maker to absorb a lot of flavor from our seasoning. I have also added an extra step of marinating the soya chunks to really get them to absorb the masala. #MealMakerBiryani #SoyaBiryani #SoyaChunksBiryani Friends, please do try this Soya Biryani recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: For Grinding: 1 Cinnamon 2 Cardamom 2 Cloves 1 inch Ginger 4 Garlic 2 green Chilies For marinating: 2 Cup soya chunks(100g) half of the Ginger garlic masala from above step 1 tsp Chili powder 1/4 cup Curd 1 tsp Garam masala required Salt For Biryani: 2 tbsp Ghee 2 tbsp Oil 2 Bay leaves 1 Cinnamon 2 Cardamom 2 Cloves 2 onion remaining ginger garlic from step 1 1/4 cup Mint leaves 1/4 cup Coriander leaves 1/4 tsp Turmeric powder 1 tsp Chili powder 1 tsp Garam masala 2 Tomatoes or 1 if large 2 cup Basmati rice ( 400g) Handful Mint leaves Handful Coriander leaves 1 tbsp Ghee 3 cup Water required Salt","2020-12-16T05:30:01Z","https://i.ytimg.com/vi/IOIG-REmgFM/sddefault.jpg","soya chunks biryani, soya chunks, soya biryani in tamil, soya chunks biryani in tamil, meal maker biryani in tamil, meal maker recipes in tamil, soya biryani in pressure cooker, madras samayal, soyabean biryani","en","26","2444017","36268","2194","361","hd"
"XOCaLRnP2ho","Samosa Chaat Recipe in Tamil | Chana Samosa Chaat | Street Food Recipes in Tamil","In this video we will see how make samosa chaat recipe in tamil. This Chana samosa is famous all over India and is a popular street style snack. Fresh hot samosas, steaming chana masala and green chutney and date chutney topped off with curd and sev, this samosa chaat is truly a mix of flavors. #SamosaChaat #ChanaSamosa #StreetFoodRecipes Friends, please do try this samosa chaat recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: For Samosa: 1/2 cup Wheat flour 1/2 cup Maida 1 tsp Carom seeds 1 tbsp Oil required Salt required Water Oil for Frying For Potato Filling: 1 tbsp Oil 1 tsp Cumin seeds 1 Green Chili 1/2 Onion 2 tsp Ginger Garlic paste 3 small potatoes 1/2 tsp Cumin powder 1/2 tsp Garam masala 1/2 tsp Coriander powder 1/2 tsp Chili powder Coriander leaves required Salt For Channa Masala 2 tbsp Oil 1 tsp Cumin seeds 1 tsp Ginger Garlic paste 1 Onion 2 Tomatoes 1/4 tsp Turmeric powder 1/2 tsp Cumin powder 1/2 tsp Garam masala 1/2 tsp Coriander powder 1/2 tsp Chili powder 1 cup Chickpeas  Coriander leaves required Salt For Pudina Chutney : Handful Mint leaves Handful Coriander leaves 2 green Chilies 1 inch Ginger juice of half lemon required salt some Water For Tamarind Chutney 10-12 Tamarind 5-6 Dates 1/4 cup jaggery 1/2 tsp Chili powder required Salt Extras: Choppes Coriander leaves chopped oNion fine sev","2020-12-11T05:33:51Z","https://i.ytimg.com/vi/XOCaLRnP2ho/sddefault.jpg","samosa chaat recipe, samosa chaat, samosa recipe, samosa chaat recipe in tamil, chana samosa chaat recipe in tamil, chana samosa recipe, street food recipes in tamil, samosa recipe in tamil, madras samayal, roadside samosa recipe in tamil","en","26","523393","12093","1802","446","hd"
"StkOxpQVlmY","Chocolate Chip Cookies Recipe in Tamil | Chocolate Biscuit in Cooker | Eggless biscuit without Oven","In this video we will see how to make choco chip cookies recipe in tamil. This chocolate biscuit can be made in an idli cooker without oven. These biscuits are made without egg or butter. We can make this chocolate biscuit with ingredients right at home. I have used ghee instead of butter in these biscuits. When baking these biscuits in cooker make sure to spread the salt layer and skip the bottom row of the idli tray. This prevents salt taste in the biscuits. Also use a heavy bottom cooker if that will fit the idli trays because the heavier pans will have even heating. #cookerbiscuit #Egglessbiscuit #ChocoChipBiscuits Friends, please do try this chocolate biscuit recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!","2020-12-09T05:30:18Z","https://i.ytimg.com/vi/StkOxpQVlmY/sddefault.jpg","chocolate chip cookies, choco chip cookies, chocolate biscuit recipe in tamil, biscuit recipe in tamil, cooker biscuit recipe in tamil, eggless biscuit recipe in tamil, choco chip biscuit recipe in tamil, baking recipes in tamil, madras samayal","en","26","812742","14610","1982","298","hd"
"BVXh2Sqajog","Potato Pakoda Recipe in Tamil | Tea Time Snacks in Tamil","In this video we will see how to make potato pakoda in tamil. This potato pakora / urulaikilangu pakoda is a great tea time snack which complements the evening. This potato pakoda is very easy to make and only requires a handful of ingredients and is ready in minutes. Rice flour is added to the pakoda batter to increase the crispiness.  Since the potatoes are pre cooked before frying, they are crispy on the surface while fully cooked and soft inside. #Pakoda #PotatoPakoda #EveningSnacks Friends, please do try this potato pakoda at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients:  4 medium Potatoes  1 Onion 1 inch Ginger 2 Garlic cloves 2 Green Chilies handful coriander leaves Curry leaves pinch of Turmeric powder 1/2 tsp Garam masala 1 tsp Chili powder 6 tbsp Chickpea flour 3 tbsp Rice flour required Salt Oil for frying.","2020-12-04T05:30:19Z","https://i.ytimg.com/vi/BVXh2Sqajog/sddefault.jpg","potato pakora, aloo pakora recipe, aloo pakora, potato pakoda, potato pakoda recipe in tamil, potato pakoda in tamil, pakoda recipe tamil, evening snacks in tamil, potato snacks in tamil, madras samayal","en","26","517416","12254","2035","228","hd"
"ZbNh_cVoJOs","Cornetto Ice Cream Recipe in Tamil | Homemade Ice Cream cone and Butterscotch Ice Cream in Tamil","In this video we will see how to make cornetto ice cream recipe in tamil. We are going to make ice cream cone from scratch and this homemade ice cream cone is going to be filled with butterscotch ice cream. When fully assembled this butterscotch cornetto ice tastes so delicious and it is so light and airy and melts in your mouth. Eggless Ice cream :- https://www.youtube.com/watch?v=qtpaPu3pZIM  Ice cream with Eggs :- https://www.youtube.com/watch?v=04bvnkvUPL4 Friends, please do try this butterscotch cornetto at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: For Ice cream cone: 2 large Egg whites (1/4 cup) 1/4 cup Sugar (50 g) 4 tbsp melted butter pinch of salt 1/4 tsp Vanilla extract (optional) 1/2 cup Maida (65g) For Butterscotch ice Cream 1/4 cup Sugar (50 g) 1 tbsp Butter 1/4 cup Cashews 1 cup heavy whipping cream (250 ml) 1/2 cup condensed milk yellow food color optional 1 daily milk chocolate melted for decoration","2020-12-02T05:34:18Z","https://i.ytimg.com/vi/ZbNh_cVoJOs/sddefault.jpg","ice cream recipe, cornetto ice cream recipe in tamil, ice cream cone recipe in tamil, homemade ice cream cone, butterscotch ice cream recipe in tamil, ice cream recipe in tamil, cone ice recipe in tamil, madras samayal","en","26","1606187","30843","2875","487","hd"
"HPRXxBtd83U","Mushroom Pakoda Recipe in Tamil | Kalan Pakoda | Street Style Mushroom Pakoda in Tamil","In this video we will see how to make mushroom pakoda recipe in tamil. This Kalan pakoda / mushroom pakora is a street style snack which can be easily made at home and it is very flavorful. Mushrooms are extremely nutritious and this pakoda is a great way to start munching on these mushrooms.  Friends, please do try this mushroom pakoda recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! Ingredients: 200 g Mushroom 1 onion 2 Green chilies 1 tbsp Ginger Garlic paste 1/4 tsp Fennel seeds Curry leaves Coriander leaves 1/8 tsp turmeric 1/2 tsp Garam masala 1 tsp Chili powder 4 tbsp Chickpea flour 2 tbsp Rice flour required Salt Water if required Oil for frying","2020-11-27T05:31:03Z","https://i.ytimg.com/vi/HPRXxBtd83U/sddefault.jpg","mushroom pakoda, street style mushroom pakoda recipe in tamil, mushroom pakora, mushroom pakoda in tamil, mushroom pakoda recipe in tamil, kalan pakoda, kalan pakoda in tamil, street food recipes in tamil, madras samayal","en","26","311496","8529","1877","213","hd"
"eqz8HPiNAdY","Schezwan Fried Rice Recipe in Tamil with Homemade Schezwan Sauce | Street style Veg Fried Rice","In this video we will see how to make Schezwan Fried rice recipe in tamil. I have prepared an easy Schezwan sauce without adding any extra sauces.  #SchezwanFriedrice  #Schezwansauce #FriedRiceInTamil Friends, please do try this Schezwan Fried rice  recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking! For Sauce:p 12-15 dry red Chilies 1 Tomato 3 tbsp Oil 1 tbsp chopped Garlic 1 tsp Chopped Ginger 1 tbsp Vinegar 1 tsp Salt 1/4 -1/2 tsp Sugar 1 tbsp Water if required For Fried Rice: 2 tbsp Oil 2 dry red Chilies 1 tsp chopped Ginger 1 tsp chopped Garlic 1/4 cup Onion 1 Carrot 1 cup Cabbage 5-6 Green Beans 1 Capsicum 1/2 tsp Pepper powder required salt Spring onion for Garnishing 1 cup Basmati rice (200 g before cooking) Serves: 3 people","2020-11-25T05:31:37Z","https://i.ytimg.com/vi/eqz8HPiNAdY/sddefault.jpg","schezwan fried rice, fried rice, how to do you schezwan fried rice recipe in tamil, madras samayal, fried rice recipe in tamil, schezwan fried rice in tamil, veg schezwan fried rice, homemade schezwan sauce, schezwan sauce in tamil, street food recipes in tamil, how to make schezwan fried rice","en","26","1874657","35155","2622","355","hd"
"xKiF6BWY-Yw","Prawn Thokku Recipe in Tamil | Eral Thokku | Prawn Gravy Recipe in Tamil","In this video we will see how to make prawn thokku recipe in tamil. This Eral thokku / prawn gravy is a great combination for rice / chappathi or dosa. The prawn is cooked perfectly and the masala tastes absolutely wonderful. Prawns should not be overcooked because they will turn rubbery and tough so we cook the masala first and then when the prawn is added, it releases water and soaks in the flavorful masala. #PrawnThokku #PrawnGravy #EralThokku Friends, please do try this prawn thokku recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!","2020-11-20T05:32:00Z","https://i.ytimg.com/vi/xKiF6BWY-Yw/sddefault.jpg","eral thokku, prawn thokku, prawn thokku in tamil, prawn thokku recipe in tamil, eral kulambu in tamil, eral thokku in tamil, prawn gravy in tamil, prawn gravy for chapathi, prawn side dish for chapathi, prawn side dish recipes, seafood recipes in tamil, madras samayal","en","26","2965050","40506","2212","252","hd"
"IYSsr-936bk","Masala Kadalai Recipe in Tamil | Masala Peanuts in Tamil | Peanut Snack Recipe in Tamil","In this video we will see how to make masala kadalai recipe in tamil. This masala peanuts pair well with tea/ coffee and it a great evening snack. These crunchy peanuts are perfect for snacking. For making this masala verkadalai, we need to use raw peanut (dry), we should not use roasted peanuts or peanuts without skin because our masala coating sticks to the skin of the peanut and seasons it and it can be easily broken while eating.  #MasalaKadalai #MasalaPeanut #SnacksInTamil Friends, please do try this masala kadalai recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!","2020-11-18T05:30:00Z","https://i.ytimg.com/vi/IYSsr-936bk/sddefault.jpg","masala kadalai, masala peanuts, masala kadalai recipe, Masala Kadalai Recipe in Tamil, Masala Peanuts in Tamil, masala peanuts recipe in tamil, verkadalai recipe in tamil, peanuts recipe in tamil, peanuts snack recipes in tamil, snacks recipes in tamil, madras samayal","en","26","1672816","25205","2218","276","hd"
"6MqrkjgjI18","Flat Jamun Recipe in Tamil | Thattai Jamun | Malpua Recipe in Tamil (No milk powder, no khoya)","In this video we will see a variation of malpua recipe. This tastes like gulab jamun in a flat version. This jamun can be made without milk powder or cream or khoya. We can make this recipe using maida, milk and curd. Once it is soaked in the sugar syrup it tastes so soft and amazing. Wish you a very happy Diwali 2020. Celebrate this year diwali with this wondeful sweet recipe. #flatJamun #Malpua #DiwaliSweets Friends, please do try this malpua recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!","2020-11-13T05:30:22Z","https://i.ytimg.com/vi/6MqrkjgjI18/sddefault.jpg","malpua recipe, how to make malpua, malpua recipe in tamil, flat jamun recipe, flat gulab jamun recipe, jamun recipe in tamil, gulab jamun recipe in tamil, gulab jamun without milk powder","en","26","408150","8743","1717","264","hd"
"lJ92IQvkQ-Q","Karasev recipe in Tamil | Milagu Karasev Recipe | Savory snack recipes in Tamil","In this video we will see how to make karasev recipe in tamil. This milagu karasev / Pepper karasev recipe pair perfectly with tea/ coffee for a wonderful evening snack. This savory and spicy snack will definitely brighten any evening. During diwali we used to exchange snacks and I used to  taste so many variations of homemade karasev every year. #KaraSev #KarasevRecipe #TamilSnacks Friends, please do try this karasev recipe at home and share it with your friends and family. Also please do share your feedback about the recipe in the comments below. All the best and happy cooking!","2020-11-11T05:31:53Z","https://i.ytimg.com/vi/lJ92IQvkQ-Q/sddefault.jpg","karasev recipe in tamil, pepper karasev, karasev recipe, milagu karasev, milagu karasev recipe, karasev in tamil, evening snacks in tamil, tea time snacks in tamil, savory snacks in tamil, diwali snacks, madras samayal","en","26","1121443","14006","1511","270","hd"
